population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,United Kingdom,Both,20-54 years,Depressive disorders,Percent,2013,0.063298785,0.069976025,0.057610699
All Population,Prevalence,Israel,Both,All ages,Depressive disorders,Percent,2016,0.043640332,0.051311944,0.037163354
All Population,Prevalence,Israel,Both,All ages,Depressive disorders,Percent,2015,0.043076811,0.050400559,0.036675987
All Population,Prevalence,Chile,Both,All ages,Depressive disorders,Percent,2014,0.040833724,0.054397463,0.030118899
All Population,Prevalence,Chile,Both,10-19 years,Depressive disorders,Percent,2014,0.043469377,0.056894685,0.027561869
All Population,Prevalence,Chile,Both,55+ years,Depressive disorders,Percent,2014,0.041127326,0.05644875,0.030249496
All Population,Prevalence,Chile,Both,20-54 years,Depressive disorders,Percent,2014,0.048213837,0.067052648,0.035508815
All Population,Prevalence,Belgium,Both,All ages,Depressive disorders,Percent,2016,0.039648759,0.046348195,0.034269209
All Population,Prevalence,Belgium,Both,10-19 years,Depressive disorders,Percent,2016,0.04067251,0.050964801,0.031794323
All Population,Prevalence,Belgium,Both,55+ years,Depressive disorders,Percent,2016,0.040743189,0.048912633,0.034810905
All Population,Prevalence,Belgium,Both,20-54 years,Depressive disorders,Percent,2016,0.044732846,0.053738306,0.037152678
All Population,Prevalence,Slovenia,Both,All ages,Depressive disorders,Percent,2016,0.030195868,0.034932304,0.026085546
All Population,Prevalence,Slovenia,Both,10-19 years,Depressive disorders,Percent,2016,0.018365498,0.022604817,0.013953768
All Population,Prevalence,Slovenia,Both,55+ years,Depressive disorders,Percent,2016,0.037965233,0.044953917,0.032711378
All Population,Prevalence,Slovenia,Both,20-54 years,Depressive disorders,Percent,2016,0.031937176,0.037465815,0.027059626
All Population,Prevalence,Belgium,Both,All ages,Depressive disorders,Percent,2015,0.037092534,0.043254726,0.032001014
All Population,Prevalence,Belgium,Both,10-19 years,Depressive disorders,Percent,2015,0.03747054,0.046692743,0.029129313
All Population,Prevalence,Belgium,Both,55+ years,Depressive disorders,Percent,2015,0.038263245,0.045908344,0.032688902
All Population,Prevalence,Belgium,Both,20-54 years,Depressive disorders,Percent,2015,0.041951963,0.050102643,0.035020581
All Population,Prevalence,Canada,Both,All ages,Depressive disorders,Percent,2013,0.034355928,0.038306865,0.030800224
All Population,Prevalence,Canada,Both,10-19 years,Depressive disorders,Percent,2013,0.034145436,0.039205068,0.028589031
All Population,Prevalence,Canada,Both,55+ years,Depressive disorders,Percent,2013,0.031326589,0.036522561,0.026960196
All Population,Prevalence,Canada,Both,20-54 years,Depressive disorders,Percent,2013,0.041742012,0.047503308,0.036791941
All Population,Prevalence,Luxembourg,Both,All ages,Depressive disorders,Percent,2015,0.042513858,0.047895345,0.037987168
All Population,Prevalence,Luxembourg,Both,10-19 years,Depressive disorders,Percent,2015,0.043775734,0.05228866,0.035688694
All Population,Prevalence,Luxembourg,Both,55+ years,Depressive disorders,Percent,2015,0.043029858,0.049342159,0.038037589
All Population,Prevalence,Luxembourg,Both,20-54 years,Depressive disorders,Percent,2015,0.047705928,0.053966426,0.041571936
All Population,Prevalence,Norway,Both,All ages,Depressive disorders,Percent,2013,0.031561696,0.035151893,0.028557873
All Population,Prevalence,Norway,Both,10-19 years,Depressive disorders,Percent,2013,0.030048429,0.035459961,0.024228609
All Population,Prevalence,Norway,Both,55+ years,Depressive disorders,Percent,2013,0.032241773,0.036783458,0.02811993
All Population,Prevalence,Norway,Both,20-54 years,Depressive disorders,Percent,2013,0.036850553,0.04161917,0.032638248
All Population,Prevalence,France,Both,All ages,Depressive disorders,Percent,2014,0.037117212,0.04116225,0.033331734
All Population,Prevalence,France,Both,10-19 years,Depressive disorders,Percent,2014,0.033991114,0.039753498,0.028101203
All Population,Prevalence,France,Both,55+ years,Depressive disorders,Percent,2014,0.042397006,0.048185483,0.037402392
All Population,Prevalence,France,Both,20-54 years,Depressive disorders,Percent,2014,0.040207207,0.045508074,0.035744741
All Population,Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2014,0.026837251,0.029371144,0.024738021
All Population,Prevalence,Republic of Korea,Both,10-19 years,Depressive disorders,Percent,2014,0.032791229,0.038336188,0.027415628
All Population,Prevalence,Republic of Korea,Both,55+ years,Depressive disorders,Percent,2014,0.028852996,0.032645035,0.025727885
All Population,Prevalence,Republic of Korea,Both,20-54 years,Depressive disorders,Percent,2014,0.027702893,0.03067753,0.025151144
All Population,Prevalence,Costa Rica,Both,All ages,Depressive disorders,Percent,2014,0.029978011,0.036769374,0.024859744
All Population,Prevalence,Costa Rica,Both,10-19 years,Depressive disorders,Percent,2014,0.022134843,0.028006632,0.016139528
All Population,Prevalence,Costa Rica,Both,55+ years,Depressive disorders,Percent,2014,0.040297979,0.049967571,0.032462002
All Population,Prevalence,Costa Rica,Both,20-54 years,Depressive disorders,Percent,2014,0.036658167,0.045576353,0.029528335
All Population,Prevalence,Luxembourg,Both,All ages,Depressive disorders,Percent,2016,0.042835307,0.048219133,0.038097824
All Population,Prevalence,Luxembourg,Both,10-19 years,Depressive disorders,Percent,2016,0.044126715,0.053267955,0.035747253
All Population,Prevalence,Luxembourg,Both,55+ years,Depressive disorders,Percent,2016,0.043224178,0.049746657,0.038376976
All Population,Prevalence,Luxembourg,Both,20-54 years,Depressive disorders,Percent,2016,0.048082766,0.054643936,0.041487935
All Population,Prevalence,Finland,Both,All ages,Depressive disorders,Percent,2014,0.031910269,0.03581305,0.028586128
All Population,Prevalence,Finland,Both,10-19 years,Depressive disorders,Percent,2014,0.032021548,0.038234194,0.026040743
All Population,Prevalence,Finland,Both,55+ years,Depressive disorders,Percent,2014,0.031136162,0.035719932,0.027084953
All Population,Prevalence,Finland,Both,20-54 years,Depressive disorders,Percent,2014,0.037630179,0.042724632,0.032982614
All Population,Prevalence,Netherlands,Both,All ages,Depressive disorders,Percent,2016,0.059858717,0.066854424,0.054322558
All Population,Prevalence,Netherlands,Both,10-19 years,Depressive disorders,Percent,2016,0.061537001,0.073739357,0.049348016
All Population,Prevalence,Netherlands,Both,55+ years,Depressive disorders,Percent,2016,0.062340517,0.070722711,0.056154369
All Population,Prevalence,Netherlands,Both,20-54 years,Depressive disorders,Percent,2016,0.067042337,0.076769527,0.058546376
All Population,Prevalence,Sweden,Both,All ages,Depressive disorders,Percent,2014,0.040745471,0.044756394,0.037355589
All Population,Prevalence,Sweden,Both,10-19 years,Depressive disorders,Percent,2014,0.04435776,0.050916716,0.037779492
All Population,Prevalence,Sweden,Both,55+ years,Depressive disorders,Percent,2014,0.040865492,0.046205093,0.036848383
All Population,Prevalence,Sweden,Both,20-54 years,Depressive disorders,Percent,2014,0.04673781,0.051779659,0.041854988
All Population,Prevalence,Czechia,Both,All ages,Depressive disorders,Percent,2014,0.034462377,0.042186698,0.028466832
All Population,Prevalence,Czechia,Both,10-19 years,Depressive disorders,Percent,2014,0.022495062,0.029287145,0.015549988
All Population,Prevalence,Czechia,Both,55+ years,Depressive disorders,Percent,2014,0.041810326,0.052856652,0.033963008
All Population,Prevalence,Czechia,Both,20-54 years,Depressive disorders,Percent,2014,0.037661675,0.046700426,0.030103974
All Population,Prevalence,Greece,Both,All ages,Depressive disorders,Percent,2014,0.045686771,0.051648282,0.040461814
All Population,Prevalence,Greece,Both,10-19 years,Depressive disorders,Percent,2014,0.045500335,0.054542112,0.035974876
All Population,Prevalence,Greece,Both,55+ years,Depressive disorders,Percent,2014,0.047180512,0.054948975,0.041082378
All Population,Prevalence,Greece,Both,20-54 years,Depressive disorders,Percent,2014,0.050644703,0.058339353,0.044262865
All Population,Prevalence,Spain,Both,All ages,Depressive disorders,Percent,2013,0.036169815,0.04011318,0.033009509
All Population,Prevalence,Spain,Both,10-19 years,Depressive disorders,Percent,2013,0.031718324,0.03656087,0.026228685
All Population,Prevalence,Spain,Both,55+ years,Depressive disorders,Percent,2013,0.039912114,0.045377209,0.03501371
All Population,Prevalence,Spain,Both,20-54 years,Depressive disorders,Percent,2013,0.039565989,0.044647354,0.035309013
All Population,Prevalence,Portugal,Both,All ages,Depressive disorders,Percent,2016,0.041165259,0.046299588,0.03691731
All Population,Prevalence,Portugal,Both,10-19 years,Depressive disorders,Percent,2016,0.034600019,0.041604152,0.028791845
All Population,Prevalence,Portugal,Both,55+ years,Depressive disorders,Percent,2016,0.047108173,0.054553468,0.041972006
All Population,Prevalence,Portugal,Both,20-54 years,Depressive disorders,Percent,2016,0.043110745,0.049271836,0.037458214
All Population,Prevalence,Hungary,Both,All ages,Depressive disorders,Percent,2014,0.032665595,0.037204962,0.028446236
All Population,Prevalence,Hungary,Both,10-19 years,Depressive disorders,Percent,2014,0.018625922,0.022468446,0.014196134
All Population,Prevalence,Hungary,Both,55+ years,Depressive disorders,Percent,2014,0.043654343,0.051568133,0.037249208
All Population,Prevalence,Hungary,Both,20-54 years,Depressive disorders,Percent,2014,0.033278047,0.038237755,0.028589972
All Population,Prevalence,United Kingdom,Both,All ages,Depressive disorders,Percent,2014,0.053658999,0.057641784,0.049903011
All Population,Prevalence,United Kingdom,Both,10-19 years,Depressive disorders,Percent,2014,0.06237311,0.072086024,0.052337281
All Population,Prevalence,United Kingdom,Both,55+ years,Depressive disorders,Percent,2014,0.045292816,0.049568351,0.041631143
All Population,Prevalence,United Kingdom,Both,20-54 years,Depressive disorders,Percent,2014,0.065357586,0.071201316,0.059413261
All Population,Prevalence,Belgium,Both,All ages,Depressive disorders,Percent,2017,0.039376432,0.046273825,0.033969945
All Population,Prevalence,Belgium,Both,10-19 years,Depressive disorders,Percent,2017,0.040348139,0.050764491,0.030718567
All Population,Prevalence,Belgium,Both,55+ years,Depressive disorders,Percent,2017,0.040381151,0.048604763,0.034517653
All Population,Prevalence,Belgium,Both,20-54 years,Depressive disorders,Percent,2017,0.044462086,0.053408687,0.037120245
All Population,Prevalence,Czechia,Both,All ages,Depressive disorders,Percent,2015,0.033624806,0.041404353,0.027554604
All Population,Prevalence,Czechia,Both,10-19 years,Depressive disorders,Percent,2015,0.021325282,0.027473673,0.014748387
All Population,Prevalence,Czechia,Both,55+ years,Depressive disorders,Percent,2015,0.040902712,0.052073268,0.033327908
All Population,Prevalence,Czechia,Both,20-54 years,Depressive disorders,Percent,2015,0.036820221,0.046065628,0.029515761
All Population,Prevalence,Netherlands,Both,All ages,Depressive disorders,Percent,2017,0.056717688,0.063588827,0.051112966
All Population,Prevalence,Netherlands,Both,10-19 years,Depressive disorders,Percent,2017,0.058169699,0.069991354,0.046984606
All Population,Prevalence,Netherlands,Both,55+ years,Depressive disorders,Percent,2017,0.058748366,0.067099203,0.052712521
All Population,Prevalence,Netherlands,Both,20-54 years,Depressive disorders,Percent,2017,0.063707372,0.073767594,0.055246585
All Population,Prevalence,Germany,Both,All ages,Depressive disorders,Percent,2014,0.04313033,0.046910271,0.039882673
All Population,Prevalence,Germany,Both,10-19 years,Depressive disorders,Percent,2014,0.039591054,0.04546959,0.033577117
All Population,Prevalence,Germany,Both,55+ years,Depressive disorders,Percent,2014,0.041694063,0.046564058,0.037519106
All Population,Prevalence,Germany,Both,20-54 years,Depressive disorders,Percent,2014,0.04962566,0.054589367,0.044894253
All Population,Prevalence,Denmark,Both,All ages,Depressive disorders,Percent,2014,0.034487717,0.038940252,0.030850502
All Population,Prevalence,Denmark,Both,10-19 years,Depressive disorders,Percent,2014,0.034891342,0.041692864,0.028071293
All Population,Prevalence,Denmark,Both,55+ years,Depressive disorders,Percent,2014,0.034541003,0.039973127,0.030505795
All Population,Prevalence,Denmark,Both,20-54 years,Depressive disorders,Percent,2014,0.039491,0.045203648,0.034490579
All Population,Prevalence,Estonia,Both,All ages,Depressive disorders,Percent,2013,0.036128883,0.041474287,0.031612251
All Population,Prevalence,Estonia,Both,10-19 years,Depressive disorders,Percent,2013,0.022632744,0.027405559,0.017274165
All Population,Prevalence,Estonia,Both,55+ years,Depressive disorders,Percent,2013,0.046063397,0.054307674,0.039808517
All Population,Prevalence,Estonia,Both,20-54 years,Depressive disorders,Percent,2013,0.038328619,0.044816192,0.032972281
All Population,Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2015,0.026986308,0.02978429,0.024777562
All Population,Prevalence,Republic of Korea,Both,10-19 years,Depressive disorders,Percent,2015,0.032979005,0.039011176,0.027431873
All Population,Prevalence,Republic of Korea,Both,55+ years,Depressive disorders,Percent,2015,0.028814466,0.03299627,0.025885628
All Population,Prevalence,Republic of Korea,Both,20-54 years,Depressive disorders,Percent,2015,0.027939192,0.03110468,0.025122204
All Population,Prevalence,Finland,Both,All ages,Depressive disorders,Percent,2015,0.030867107,0.034752171,0.02749838
All Population,Prevalence,Finland,Both,10-19 years,Depressive disorders,Percent,2015,0.030545027,0.036700145,0.024998411
All Population,Prevalence,Finland,Both,55+ years,Depressive disorders,Percent,2015,0.030139528,0.034876029,0.026386099
All Population,Prevalence,Finland,Both,20-54 years,Depressive disorders,Percent,2015,0.036512948,0.041880142,0.031848943
All Population,Prevalence,Iceland,Both,All ages,Depressive disorders,Percent,2014,0.044514317,0.049555891,0.040060682
All Population,Prevalence,Iceland,Both,10-19 years,Depressive disorders,Percent,2014,0.04950794,0.059356416,0.039273593
All Population,Prevalence,Iceland,Both,55+ years,Depressive disorders,Percent,2014,0.044225037,0.050222421,0.039298748
All Population,Prevalence,Iceland,Both,20-54 years,Depressive disorders,Percent,2014,0.05172471,0.058269203,0.045517672
All Population,Prevalence,Slovakia,Both,All ages,Depressive disorders,Percent,2014,0.027245476,0.032513941,0.022556975
All Population,Prevalence,Slovakia,Both,10-19 years,Depressive disorders,Percent,2014,0.016635307,0.021214996,0.011649634
All Population,Prevalence,Slovakia,Both,55+ years,Depressive disorders,Percent,2014,0.034618867,0.042847578,0.028123274
All Population,Prevalence,Slovakia,Both,20-54 years,Depressive disorders,Percent,2014,0.029684736,0.035999429,0.024418534
All Population,Prevalence,Germany,Both,All ages,Depressive disorders,Percent,2015,0.043396711,0.047401964,0.03990738
All Population,Prevalence,Germany,Both,10-19 years,Depressive disorders,Percent,2015,0.04004697,0.046499688,0.033542618
All Population,Prevalence,Germany,Both,55+ years,Depressive disorders,Percent,2015,0.041945192,0.046865795,0.037787857
All Population,Prevalence,Germany,Both,20-54 years,Depressive disorders,Percent,2015,0.050012985,0.055180312,0.045050833
All Population,Prevalence,Slovenia,Both,All ages,Depressive disorders,Percent,2017,0.029071423,0.033653195,0.025059353
All Population,Prevalence,Slovenia,Both,10-19 years,Depressive disorders,Percent,2017,0.017212983,0.021397786,0.013159734
All Population,Prevalence,Slovenia,Both,55+ years,Depressive disorders,Percent,2017,0.036498465,0.043373939,0.031452312
All Population,Prevalence,Slovenia,Both,20-54 years,Depressive disorders,Percent,2017,0.03082419,0.036395075,0.025940709
All Population,Prevalence,Canada,Both,All ages,Depressive disorders,Percent,2014,0.035582357,0.039612317,0.031984836
All Population,Prevalence,Portugal,Both,All ages,Depressive disorders,Percent,2017,0.041431775,0.046675295,0.037128455
All Population,Prevalence,Portugal,Both,10-19 years,Depressive disorders,Percent,2017,0.035105102,0.041966696,0.029162072
All Population,Prevalence,Portugal,Both,55+ years,Depressive disorders,Percent,2017,0.047049244,0.054574196,0.041852908
All Population,Prevalence,Portugal,Both,20-54 years,Depressive disorders,Percent,2017,0.04344569,0.049827692,0.037585761
All Population,Prevalence,Norway,Both,All ages,Depressive disorders,Percent,2014,0.031364108,0.035058326,0.028263877
All Population,Prevalence,Norway,Both,10-19 years,Depressive disorders,Percent,2014,0.029733914,0.035493309,0.023877062
All Population,Prevalence,Norway,Both,55+ years,Depressive disorders,Percent,2014,0.031979306,0.036722565,0.027999215
All Population,Prevalence,Norway,Both,20-54 years,Depressive disorders,Percent,2014,0.036658952,0.041414863,0.032498388
All Population,Prevalence,Slovakia,Both,All ages,Depressive disorders,Percent,2015,0.027341767,0.03282131,0.022755598
All Population,Prevalence,Slovakia,Both,10-19 years,Depressive disorders,Percent,2015,0.016553506,0.02143416,0.011829566
All Population,Prevalence,Slovakia,Both,55+ years,Depressive disorders,Percent,2015,0.034684743,0.043194848,0.028300676
All Population,Prevalence,Slovakia,Both,20-54 years,Depressive disorders,Percent,2015,0.029755333,0.03647826,0.024307842
All Population,Prevalence,Canada,Both,10-19 years,Depressive disorders,Percent,2014,0.035914169,0.041418473,0.029817964
All Population,Prevalence,Canada,Both,55+ years,Depressive disorders,Percent,2014,0.03241356,0.037680053,0.028038353
All Population,Prevalence,Canada,Both,20-54 years,Depressive disorders,Percent,2014,0.043200282,0.048960266,0.038284402
All Population,Prevalence,Iceland,Both,All ages,Depressive disorders,Percent,2015,0.044886573,0.050240702,0.039919952
All Population,Prevalence,Iceland,Both,10-19 years,Depressive disorders,Percent,2015,0.049868409,0.059964546,0.040388446
All Population,Prevalence,Iceland,Both,55+ years,Depressive disorders,Percent,2015,0.044516854,0.051081375,0.039592442
All Population,Prevalence,Iceland,Both,20-54 years,Depressive disorders,Percent,2015,0.052148826,0.058767689,0.045357052
All Population,Prevalence,Denmark,Both,All ages,Depressive disorders,Percent,2015,0.035581551,0.040308119,0.031569116
All Population,Prevalence,Denmark,Both,10-19 years,Depressive disorders,Percent,2015,0.036277803,0.043792201,0.029134987
All Population,Prevalence,Denmark,Both,55+ years,Depressive disorders,Percent,2015,0.035467875,0.040856161,0.031107056
All Population,Prevalence,Denmark,Both,20-54 years,Depressive disorders,Percent,2015,0.040641327,0.046991202,0.034852527
All Population,Prevalence,Israel,Both,10-19 years,Depressive disorders,Percent,2015,0.046157649,0.057432288,0.035942035
All Population,Prevalence,Israel,Both,55+ years,Depressive disorders,Percent,2015,0.048530467,0.058372324,0.040890846
All Population,Prevalence,Israel,Both,20-54 years,Depressive disorders,Percent,2015,0.052548882,0.062730705,0.043806653
All Population,Prevalence,France,Both,All ages,Depressive disorders,Percent,2015,0.037781536,0.041936197,0.033890512
All Population,Prevalence,France,Both,10-19 years,Depressive disorders,Percent,2015,0.034823117,0.041430962,0.029376203
All Population,Prevalence,France,Both,55+ years,Depressive disorders,Percent,2015,0.043013814,0.049143274,0.038146357
All Population,Prevalence,France,Both,20-54 years,Depressive disorders,Percent,2015,0.040904252,0.04617758,0.036283791
All Population,Prevalence,Hungary,Both,All ages,Depressive disorders,Percent,2015,0.032795394,0.037571323,0.02853044
All Population,Prevalence,Hungary,Both,10-19 years,Depressive disorders,Percent,2015,0.01851771,0.022349479,0.014400116
All Population,Prevalence,Hungary,Both,55+ years,Depressive disorders,Percent,2015,0.043767597,0.051796546,0.037802527
All Population,Prevalence,Hungary,Both,20-54 years,Depressive disorders,Percent,2015,0.033349035,0.038632635,0.028701013
All Population,Prevalence,Greece,Both,All ages,Depressive disorders,Percent,2015,0.049079265,0.05595092,0.043172148
All Population,Prevalence,Greece,Both,10-19 years,Depressive disorders,Percent,2015,0.049483511,0.060166366,0.039887338
All Population,Prevalence,Greece,Both,55+ years,Depressive disorders,Percent,2015,0.050547262,0.059170978,0.044327041
All Population,Prevalence,Greece,Both,20-54 years,Depressive disorders,Percent,2015,0.05424895,0.062682591,0.046363361
All Population,Prevalence,Costa Rica,Both,All ages,Depressive disorders,Percent,2015,0.030136682,0.03733451,0.02500085
All Population,Prevalence,Costa Rica,Both,10-19 years,Depressive disorders,Percent,2015,0.022216136,0.028453774,0.016091864
All Population,Prevalence,Costa Rica,Both,55+ years,Depressive disorders,Percent,2015,0.040333821,0.050343068,0.032722687
All Population,Prevalence,Costa Rica,Both,20-54 years,Depressive disorders,Percent,2015,0.036662388,0.046013237,0.029683743
All Population,Prevalence,Sweden,Both,All ages,Depressive disorders,Percent,2015,0.042899763,0.04735344,0.03899916
All Population,Prevalence,Sweden,Both,10-19 years,Depressive disorders,Percent,2015,0.047124034,0.054087431,0.040562159
All Population,Prevalence,Sweden,Both,55+ years,Depressive disorders,Percent,2015,0.04294458,0.048451377,0.038432528
All Population,Prevalence,Sweden,Both,20-54 years,Depressive disorders,Percent,2015,0.049151023,0.054762157,0.043292765
All Population,Prevalence,Chile,Both,All ages,Depressive disorders,Percent,2015,0.04012616,0.053936528,0.029589786
All Population,Prevalence,Chile,Both,10-19 years,Depressive disorders,Percent,2015,0.042387393,0.055751575,0.026602997
All Population,Prevalence,Chile,Both,55+ years,Depressive disorders,Percent,2015,0.040595185,0.056591021,0.030114538
All Population,Prevalence,Chile,Both,20-54 years,Depressive disorders,Percent,2015,0.04746568,0.066109273,0.034663365
All Population,Prevalence,United Kingdom,Both,All ages,Depressive disorders,Percent,2015,0.054659611,0.05871116,0.05058472
All Population,Prevalence,United Kingdom,Both,10-19 years,Depressive disorders,Percent,2015,0.064671123,0.075431665,0.053763184
All Population,Prevalence,United Kingdom,Both,55+ years,Depressive disorders,Percent,2015,0.045294852,0.049475724,0.041550975
All Population,Prevalence,United Kingdom,Both,20-54 years,Depressive disorders,Percent,2015,0.066966403,0.072441772,0.060671063
All Population,Prevalence,Spain,Both,All ages,Depressive disorders,Percent,2014,0.035789386,0.039847145,0.032735838
All Population,Prevalence,Spain,Both,10-19 years,Depressive disorders,Percent,2014,0.031476548,0.036792376,0.025659774
All Population,Prevalence,Spain,Both,55+ years,Depressive disorders,Percent,2014,0.039345783,0.044809875,0.034855214
All Population,Prevalence,Spain,Both,20-54 years,Depressive disorders,Percent,2014,0.039194647,0.044346086,0.034932901
All Population,Prevalence,Estonia,Both,All ages,Depressive disorders,Percent,2014,0.035441095,0.040733808,0.030995794
All Population,Prevalence,Estonia,Both,10-19 years,Depressive disorders,Percent,2014,0.021822964,0.026656931,0.016781712
All Population,Prevalence,Estonia,Both,55+ years,Depressive disorders,Percent,2014,0.045148441,0.053408128,0.038646187
All Population,Prevalence,Estonia,Both,20-54 years,Depressive disorders,Percent,2014,0.037616722,0.044033185,0.032240321
All Population,Prevalence,Estonia,Both,All ages,Depressive disorders,Percent,2015,0.034800248,0.040199,0.030305914
All Population,Prevalence,Estonia,Both,10-19 years,Depressive disorders,Percent,2015,0.021103421,0.025621417,0.016168961
All Population,Prevalence,Estonia,Both,55+ years,Depressive disorders,Percent,2015,0.044295315,0.052650065,0.037729452
All Population,Prevalence,Estonia,Both,20-54 years,Depressive disorders,Percent,2015,0.036956866,0.043677884,0.031683624
All Population,Prevalence,Latvia,Both,All ages,Depressive disorders,Percent,2017,0.03459189,0.039648906,0.030693024
All Population,Prevalence,Latvia,Both,10-19 years,Depressive disorders,Percent,2017,0.019723145,0.02393432,0.015639777
All Population,Prevalence,Latvia,Both,55+ years,Depressive disorders,Percent,2017,0.044051792,0.051493299,0.037986405
All Population,Prevalence,Latvia,Both,20-54 years,Depressive disorders,Percent,2017,0.03636975,0.041974554,0.031298198
All Population,Prevalence,Israel,Both,All ages,Depressive disorders,Percent,2017,0.044012765,0.051757182,0.037389556
All Population,Prevalence,Australia,Both,All ages,Depressive disorders,Percent,2014,0.043565842,0.048557694,0.038944676
All Population,Prevalence,Australia,Both,10-19 years,Depressive disorders,Percent,2014,0.049050182,0.057556193,0.039884247
All Population,Prevalence,Australia,Both,55+ years,Depressive disorders,Percent,2014,0.039836756,0.046040882,0.034654223
All Population,Prevalence,Australia,Both,20-54 years,Depressive disorders,Percent,2014,0.051544426,0.058285972,0.045775975
All Population,Prevalence,Lithuania,Both,All ages,Depressive disorders,Percent,2014,0.041120792,0.052674792,0.033033191
All Population,Prevalence,Lithuania,Both,10-19 years,Depressive disorders,Percent,2014,0.028970271,0.037225004,0.019190638
All Population,Prevalence,Lithuania,Both,55+ years,Depressive disorders,Percent,2014,0.049457111,0.063878815,0.03887924
All Population,Prevalence,Lithuania,Both,20-54 years,Depressive disorders,Percent,2014,0.044984341,0.057753347,0.035106291
All Population,Prevalence,Luxembourg,Both,All ages,Depressive disorders,Percent,2017,0.043167558,0.048803079,0.038320498
All Population,Prevalence,Luxembourg,Both,10-19 years,Depressive disorders,Percent,2017,0.044427872,0.053668914,0.036394771
All Population,Prevalence,Luxembourg,Both,55+ years,Depressive disorders,Percent,2017,0.043417116,0.050137292,0.038643773
All Population,Prevalence,Luxembourg,Both,20-54 years,Depressive disorders,Percent,2017,0.048463622,0.055163774,0.041893558
All Population,Prevalence,Czechia,Both,All ages,Depressive disorders,Percent,2016,0.034397022,0.042460599,0.028410833
All Population,Prevalence,Czechia,Both,10-19 years,Depressive disorders,Percent,2016,0.021725079,0.028141573,0.0150129
All Population,Prevalence,Czechia,Both,55+ years,Depressive disorders,Percent,2016,0.04185402,0.053463025,0.033867043
All Population,Prevalence,Czechia,Both,20-54 years,Depressive disorders,Percent,2016,0.037723939,0.047817132,0.030189798
All Population,Prevalence,Lithuania,Both,All ages,Depressive disorders,Percent,2015,0.041246584,0.052985961,0.033313753
All Population,Prevalence,Lithuania,Both,10-19 years,Depressive disorders,Percent,2015,0.029013537,0.038092734,0.01909373
All Population,Prevalence,Lithuania,Both,55+ years,Depressive disorders,Percent,2015,0.049559286,0.064550064,0.039088961
All Population,Prevalence,Lithuania,Both,20-54 years,Depressive disorders,Percent,2015,0.045067559,0.058123998,0.035073671
All Population,Prevalence,Australia,Both,All ages,Depressive disorders,Percent,2015,0.04245309,0.047567715,0.037838689
All Population,Prevalence,Australia,Both,10-19 years,Depressive disorders,Percent,2015,0.047540114,0.056682823,0.039256956
All Population,Prevalence,Australia,Both,55+ years,Depressive disorders,Percent,2015,0.03890689,0.04548851,0.034260777
All Population,Prevalence,Australia,Both,20-54 years,Depressive disorders,Percent,2015,0.050256906,0.05736554,0.043968228
All Population,Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2016,0.026327127,0.02917832,0.024009726
All Population,Prevalence,Republic of Korea,Both,10-19 years,Depressive disorders,Percent,2016,0.03195544,0.03766671,0.026860885
All Population,Prevalence,Republic of Korea,Both,55+ years,Depressive disorders,Percent,2016,0.027918393,0.032042824,0.024873019
All Population,Prevalence,Republic of Korea,Both,20-54 years,Depressive disorders,Percent,2016,0.027394761,0.030696584,0.024414224
All Population,Prevalence,Iceland,Both,All ages,Depressive disorders,Percent,2016,0.045225191,0.050800746,0.040151374
All Population,Prevalence,Iceland,Both,10-19 years,Depressive disorders,Percent,2016,0.050185295,0.060940257,0.040376682
All Population,Prevalence,Iceland,Both,55+ years,Depressive disorders,Percent,2016,0.044783211,0.051498476,0.039687498
All Population,Prevalence,Iceland,Both,20-54 years,Depressive disorders,Percent,2016,0.052472369,0.059626946,0.045294427
All Population,Prevalence,Latvia,Both,All ages,Depressive disorders,Percent,2018,0.034623221,0.039769819,0.030692505
All Population,Prevalence,Latvia,Both,10-19 years,Depressive disorders,Percent,2018,0.019734268,0.024091881,0.015718082
All Population,Prevalence,Latvia,Both,55+ years,Depressive disorders,Percent,2018,0.044012706,0.051529508,0.037889725
All Population,Prevalence,Latvia,Both,20-54 years,Depressive disorders,Percent,2018,0.036477181,0.042388359,0.031388027
All Population,Prevalence,Finland,Both,All ages,Depressive disorders,Percent,2016,0.032033632,0.036000165,0.028476987
All Population,Prevalence,Finland,Both,10-19 years,Depressive disorders,Percent,2016,0.032121781,0.038864045,0.026460619
All Population,Prevalence,Finland,Both,55+ years,Depressive disorders,Percent,2016,0.031292657,0.036296518,0.027406692
All Population,Prevalence,Finland,Both,20-54 years,Depressive disorders,Percent,2016,0.037707906,0.04316831,0.032719593
All Population,Prevalence,Israel,Both,10-19 years,Depressive disorders,Percent,2016,0.046929798,0.058420769,0.036608521
All Population,Prevalence,Israel,Both,55+ years,Depressive disorders,Percent,2016,0.049109091,0.059092578,0.041563299
All Population,Prevalence,Israel,Both,20-54 years,Depressive disorders,Percent,2016,0.053254362,0.064549788,0.044104871
All Population,Prevalence,Germany,Both,All ages,Depressive disorders,Percent,2016,0.043790063,0.047690014,0.040211986
All Population,Prevalence,Germany,Both,10-19 years,Depressive disorders,Percent,2016,0.040770766,0.047833178,0.034213687
